Comunidades y Ciudades Autónomas;Sexo;Periodo;Total
Total Nacional;Ambos sexos;2025;44,55
Total Nacional;Ambos sexos;2024;44,37
Total Nacional;Ambos sexos;2023;44,18
Total Nacional;Ambos sexos;2022;44,06
Total Nacional;Ambos sexos;2021;43,79
Total Nacional;Ambos sexos;2020;43,57
Total Nacional;Ambos sexos;2019;43,37
Total Nacional;Ambos sexos;2018;43,17
Total Nacional;Ambos sexos;2017;42,95
Total Nacional;Ambos sexos;2016;42,7
Total Nacional;Ambos sexos;2015;42,45
Total Nacional;Ambos sexos;2014;42,15
Total Nacional;Ambos sexos;2013;41,82
Total Nacional;Ambos sexos;2012;41,54
Total Nacional;Ambos sexos;2011;41,27
Total Nacional;Ambos sexos;2010;41,01
Total Nacional;Ambos sexos;2009;40,78
Total Nacional;Ambos sexos;2008;40,64
Total Nacional;Ambos sexos;2007;40,57
Total Nacional;Ambos sexos;2006;40,46
Total Nacional;Ambos sexos;2005;40,34
Total Nacional;Ambos sexos;2004;40,21
Total Nacional;Ambos sexos;2003;40,11
Total Nacional;Ambos sexos;2002;40,01
Total Nacional;Ambos sexos;2001;39,78
Total Nacional;Ambos sexos;2000;39,51
Total Nacional;Ambos sexos;1999;39,23
Total Nacional;Ambos sexos;1998;38,94
Total Nacional;Ambos sexos;1997;38,64
Total Nacional;Ambos sexos;1996;38,33
Total Nacional;Ambos sexos;1995;38,02
Total Nacional;Ambos sexos;1994;37,71
Total Nacional;Ambos sexos;1993;37,43
Total Nacional;Ambos sexos;1992;37,14
Total Nacional;Ambos sexos;1991;36,86
Total Nacional;Ambos sexos;1990;36,52
Total Nacional;Ambos sexos;1989;36,19
Total Nacional;Ambos sexos;1988;35,87
Total Nacional;Ambos sexos;1987;35,54
Total Nacional;Ambos sexos;1986;35,24
Total Nacional;Ambos sexos;1985;34,95
Total Nacional;Ambos sexos;1984;34,66
Total Nacional;Ambos sexos;1983;34,39
Total Nacional;Ambos sexos;1982;34,13
Total Nacional;Ambos sexos;1981;33,9
Total Nacional;Ambos sexos;1980;33,68
Total Nacional;Ambos sexos;1979;33,48
Total Nacional;Ambos sexos;1978;33,33
Total Nacional;Ambos sexos;1977;33,2
Total Nacional;Ambos sexos;1976;33,1
Total Nacional;Ambos sexos;1975;33
Total Nacional;Hombres;2025;43,23
Total Nacional;Hombres;2024;43,06
Total Nacional;Hombres;2023;42,87
Total Nacional;Hombres;2022;42,75
Total Nacional;Hombres;2021;42,48
Total Nacional;Hombres;2020;42,26
Total Nacional;Hombres;2019;42,06
Total Nacional;Hombres;2018;41,86
Total Nacional;Hombres;2017;41,64
Total Nacional;Hombres;2016;41,39
Total Nacional;Hombres;2015;41,13
Total Nacional;Hombres;2014;40,84
Total Nacional;Hombres;2013;40,51
Total Nacional;Hombres;2012;40,22
Total Nacional;Hombres;2011;39,95
Total Nacional;Hombres;2010;39,68
Total Nacional;Hombres;2009;39,44
Total Nacional;Hombres;2008;39,3
Total Nacional;Hombres;2007;39,21
Total Nacional;Hombres;2006;39,09
Total Nacional;Hombres;2005;38,97
Total Nacional;Hombres;2004;38,83
Total Nacional;Hombres;2003;38,72
Total Nacional;Hombres;2002;38,62
Total Nacional;Hombres;2001;38,38
Total Nacional;Hombres;2000;38,11
Total Nacional;Hombres;1999;37,84
Total Nacional;Hombres;1998;37,54
Total Nacional;Hombres;1997;37,24
Total Nacional;Hombres;1996;36,94
Total Nacional;Hombres;1995;36,63
Total Nacional;Hombres;1994;36,33
Total Nacional;Hombres;1993;36,05
Total Nacional;Hombres;1992;35,77
Total Nacional;Hombres;1991;35,48
Total Nacional;Hombres;1990;35,15
Total Nacional;Hombres;1989;34,82
Total Nacional;Hombres;1988;34,49
Total Nacional;Hombres;1987;34,17
Total Nacional;Hombres;1986;33,86
Total Nacional;Hombres;1985;33,58
Total Nacional;Hombres;1984;33,3
Total Nacional;Hombres;1983;33,03
Total Nacional;Hombres;1982;32,78
Total Nacional;Hombres;1981;32,56
Total Nacional;Hombres;1980;32,35
Total Nacional;Hombres;1979;32,16
Total Nacional;Hombres;1978;32,02
Total Nacional;Hombres;1977;31,9
Total Nacional;Hombres;1976;31,81
Total Nacional;Hombres;1975;31,72
Total Nacional;Mujeres;2025;45,82
Total Nacional;Mujeres;2024;45,63
Total Nacional;Mujeres;2023;45,44
Total Nacional;Mujeres;2022;45,33
Total Nacional;Mujeres;2021;45,05
Total Nacional;Mujeres;2020;44,83
Total Nacional;Mujeres;2019;44,63
Total Nacional;Mujeres;2018;44,43
Total Nacional;Mujeres;2017;44,22
Total Nacional;Mujeres;2016;43,97
Total Nacional;Mujeres;2015;43,71
Total Nacional;Mujeres;2014;43,42
Total Nacional;Mujeres;2013;43,09
Total Nacional;Mujeres;2012;42,81
Total Nacional;Mujeres;2011;42,56
Total Nacional;Mujeres;2010;42,31
Total Nacional;Mujeres;2009;42,09
Total Nacional;Mujeres;2008;41,96
Total Nacional;Mujeres;2007;41,89
Total Nacional;Mujeres;2006;41,79
Total Nacional;Mujeres;2005;41,68
Total Nacional;Mujeres;2004;41,55
Total Nacional;Mujeres;2003;41,45
Total Nacional;Mujeres;2002;41,34
Total Nacional;Mujeres;2001;41,12
Total Nacional;Mujeres;2000;40,85
Total Nacional;Mujeres;1999;40,57
Total Nacional;Mujeres;1998;40,28
Total Nacional;Mujeres;1997;39,97
Total Nacional;Mujeres;1996;39,66
Total Nacional;Mujeres;1995;39,35
Total Nacional;Mujeres;1994;39,05
Total Nacional;Mujeres;1993;38,75
Total Nacional;Mujeres;1992;38,47
Total Nacional;Mujeres;1991;38,18
Total Nacional;Mujeres;1990;37,84
Total Nacional;Mujeres;1989;37,51
Total Nacional;Mujeres;1988;37,19
Total Nacional;Mujeres;1987;36,87
Total Nacional;Mujeres;1986;36,56
Total Nacional;Mujeres;1985;36,27
Total Nacional;Mujeres;1984;35,98
Total Nacional;Mujeres;1983;35,7
Total Nacional;Mujeres;1982;35,43
Total Nacional;Mujeres;1981;35,19
Total Nacional;Mujeres;1980;34,96
Total Nacional;Mujeres;1979;34,76
Total Nacional;Mujeres;1978;34,59
Total Nacional;Mujeres;1977;34,44
Total Nacional;Mujeres;1976;34,33
Total Nacional;Mujeres;1975;34,22
01 Andalucía;Ambos sexos;2025;43,53
01 Andalucía;Ambos sexos;2024;43,24
01 Andalucía;Ambos sexos;2023;42,96
01 Andalucía;Ambos sexos;2022;42,73
01 Andalucía;Ambos sexos;2021;42,44
01 Andalucía;Ambos sexos;2020;42,14
01 Andalucía;Ambos sexos;2019;41,85
01 Andalucía;Ambos sexos;2018;41,56
01 Andalucía;Ambos sexos;2017;41,28
01 Andalucía;Ambos sexos;2016;40,98
01 Andalucía;Ambos sexos;2015;40,69
01 Andalucía;Ambos sexos;2014;40,37
01 Andalucía;Ambos sexos;2013;40,04
01 Andalucía;Ambos sexos;2012;39,75
01 Andalucía;Ambos sexos;2011;39,47
01 Andalucía;Ambos sexos;2010;39,2
01 Andalucía;Ambos sexos;2009;38,95
01 Andalucía;Ambos sexos;2008;38,76
01 Andalucía;Ambos sexos;2007;38,6
01 Andalucía;Ambos sexos;2006;38,41
01 Andalucía;Ambos sexos;2005;38,25
01 Andalucía;Ambos sexos;2004;38,06
01 Andalucía;Ambos sexos;2003;37,87
01 Andalucía;Ambos sexos;2002;37,64
01 Andalucía;Ambos sexos;2001;37,36
01 Andalucía;Ambos sexos;2000;37,07
01 Andalucía;Ambos sexos;1999;36,78
01 Andalucía;Ambos sexos;1998;36,47
01 Andalucía;Ambos sexos;1997;36,15
01 Andalucía;Ambos sexos;1996;35,84
01 Andalucía;Ambos sexos;1995;35,53
01 Andalucía;Ambos sexos;1994;35,22
01 Andalucía;Ambos sexos;1993;34,95
01 Andalucía;Ambos sexos;1992;34,67
01 Andalucía;Ambos sexos;1991;34,4
01 Andalucía;Ambos sexos;1990;34,12
01 Andalucía;Ambos sexos;1989;33,84
01 Andalucía;Ambos sexos;1988;33,58
01 Andalucía;Ambos sexos;1987;33,31
01 Andalucía;Ambos sexos;1986;33,07
01 Andalucía;Ambos sexos;1985;32,83
01 Andalucía;Ambos sexos;1984;32,62
01 Andalucía;Ambos sexos;1983;32,42
01 Andalucía;Ambos sexos;1982;32,24
01 Andalucía;Ambos sexos;1981;32,09
01 Andalucía;Ambos sexos;1980;31,93
01 Andalucía;Ambos sexos;1979;31,76
01 Andalucía;Ambos sexos;1978;31,63
01 Andalucía;Ambos sexos;1977;31,5
01 Andalucía;Ambos sexos;1976;31,39
01 Andalucía;Ambos sexos;1975;31,26
01 Andalucía;Hombres;2025;42,33
01 Andalucía;Hombres;2024;42,06
01 Andalucía;Hombres;2023;41,78
01 Andalucía;Hombres;2022;41,54
01 Andalucía;Hombres;2021;41,25
01 Andalucía;Hombres;2020;40,95
01 Andalucía;Hombres;2019;40,67
01 Andalucía;Hombres;2018;40,39
01 Andalucía;Hombres;2017;40,11
01 Andalucía;Hombres;2016;39,81
01 Andalucía;Hombres;2015;39,52
01 Andalucía;Hombres;2014;39,21
01 Andalucía;Hombres;2013;38,88
01 Andalucía;Hombres;2012;38,59
01 Andalucía;Hombres;2011;38,29
01 Andalucía;Hombres;2010;38,02
01 Andalucía;Hombres;2009;37,76
01 Andalucía;Hombres;2008;37,56
01 Andalucía;Hombres;2007;37,39
01 Andalucía;Hombres;2006;37,19
01 Andalucía;Hombres;2005;37,01
01 Andalucía;Hombres;2004;36,82
01 Andalucía;Hombres;2003;36,61
01 Andalucía;Hombres;2002;36,37
01 Andalucía;Hombres;2001;36,09
01 Andalucía;Hombres;2000;35,8
01 Andalucía;Hombres;1999;35,51
01 Andalucía;Hombres;1998;35,2
01 Andalucía;Hombres;1997;34,88
01 Andalucía;Hombres;1996;34,56
01 Andalucía;Hombres;1995;34,25
01 Andalucía;Hombres;1994;33,94
01 Andalucía;Hombres;1993;33,66
01 Andalucía;Hombres;1992;33,39
01 Andalucía;Hombres;1991;33,12
01 Andalucía;Hombres;1990;32,84
01 Andalucía;Hombres;1989;32,55
01 Andalucía;Hombres;1988;32,28
01 Andalucía;Hombres;1987;32,01
01 Andalucía;Hombres;1986;31,75
01 Andalucía;Hombres;1985;31,52
01 Andalucía;Hombres;1984;31,3
01 Andalucía;Hombres;1983;31,09
01 Andalucía;Hombres;1982;30,9
01 Andalucía;Hombres;1981;30,76
01 Andalucía;Hombres;1980;30,6
01 Andalucía;Hombres;1979;30,45
01 Andalucía;Hombres;1978;30,33
01 Andalucía;Hombres;1977;30,21
01 Andalucía;Hombres;1976;30,11
01 Andalucía;Hombres;1975;29,99
01 Andalucía;Mujeres;2025;44,68
01 Andalucía;Mujeres;2024;44,39
01 Andalucía;Mujeres;2023;44,11
01 Andalucía;Mujeres;2022;43,88
01 Andalucía;Mujeres;2021;43,58
01 Andalucía;Mujeres;2020;43,29
01 Andalucía;Mujeres;2019;42,99
01 Andalucía;Mujeres;2018;42,71
01 Andalucía;Mujeres;2017;42,42
01 Andalucía;Mujeres;2016;42,11
01 Andalucía;Mujeres;2015;41,82
01 Andalucía;Mujeres;2014;41,51
01 Andalucía;Mujeres;2013;41,18
01 Andalucía;Mujeres;2012;40,9
01 Andalucía;Mujeres;2011;40,63
01 Andalucía;Mujeres;2010;40,37
01 Andalucía;Mujeres;2009;40,12
01 Andalucía;Mujeres;2008;39,94
01 Andalucía;Mujeres;2007;39,79
01 Andalucía;Mujeres;2006;39,62
01 Andalucía;Mujeres;2005;39,46
01 Andalucía;Mujeres;2004;39,27
01 Andalucía;Mujeres;2003;39,09
01 Andalucía;Mujeres;2002;38,86
01 Andalucía;Mujeres;2001;38,59
01 Andalucía;Mujeres;2000;38,3
01 Andalucía;Mujeres;1999;38,01
01 Andalucía;Mujeres;1998;37,7
01 Andalucía;Mujeres;1997;37,39
01 Andalucía;Mujeres;1996;37,07
01 Andalucía;Mujeres;1995;36,77
01 Andalucía;Mujeres;1994;36,46
01 Andalucía;Mujeres;1993;36,19
01 Andalucía;Mujeres;1992;35,91
01 Andalucía;Mujeres;1991;35,64
01 Andalucía;Mujeres;1990;35,37
01 Andalucía;Mujeres;1989;35,1
01 Andalucía;Mujeres;1988;34,84
01 Andalucía;Mujeres;1987;34,58
01 Andalucía;Mujeres;1986;34,34
01 Andalucía;Mujeres;1985;34,11
01 Andalucía;Mujeres;1984;33,9
01 Andalucía;Mujeres;1983;33,71
01 Andalucía;Mujeres;1982;33,53
01 Andalucía;Mujeres;1981;33,38
01 Andalucía;Mujeres;1980;33,21
01 Andalucía;Mujeres;1979;33,04
01 Andalucía;Mujeres;1978;32,89
01 Andalucía;Mujeres;1977;32,74
01 Andalucía;Mujeres;1976;32,63
01 Andalucía;Mujeres;1975;32,48
02 Aragón;Ambos sexos;2025;45,54
02 Aragón;Ambos sexos;2024;45,46
02 Aragón;Ambos sexos;2023;45,3
02 Aragón;Ambos sexos;2022;45,26
02 Aragón;Ambos sexos;2021;45,04
02 Aragón;Ambos sexos;2020;44,93
02 Aragón;Ambos sexos;2019;44,81
02 Aragón;Ambos sexos;2018;44,7
02 Aragón;Ambos sexos;2017;44,51
02 Aragón;Ambos sexos;2016;44,28
02 Aragón;Ambos sexos;2015;44,04
02 Aragón;Ambos sexos;2014;43,8
02 Aragón;Ambos sexos;2013;43,54
02 Aragón;Ambos sexos;2012;43,31
02 Aragón;Ambos sexos;2011;43,12
02 Aragón;Ambos sexos;2010;42,92
02 Aragón;Ambos sexos;2009;42,74
02 Aragón;Ambos sexos;2008;42,75
02 Aragón;Ambos sexos;2007;42,89
02 Aragón;Ambos sexos;2006;42,91
02 Aragón;Ambos sexos;2005;42,93
02 Aragón;Ambos sexos;2004;42,91
02 Aragón;Ambos sexos;2003;42,88
02 Aragón;Ambos sexos;2002;42,84
02 Aragón;Ambos sexos;2001;42,69
02 Aragón;Ambos sexos;2000;42,46
02 Aragón;Ambos sexos;1999;42,24
02 Aragón;Ambos sexos;1998;42
02 Aragón;Ambos sexos;1997;41,75
02 Aragón;Ambos sexos;1996;41,48
02 Aragón;Ambos sexos;1995;41,22
02 Aragón;Ambos sexos;1994;40,95
02 Aragón;Ambos sexos;1993;40,68
02 Aragón;Ambos sexos;1992;40,42
02 Aragón;Ambos sexos;1991;40,14
02 Aragón;Ambos sexos;1990;39,79
02 Aragón;Ambos sexos;1989;39,46
02 Aragón;Ambos sexos;1988;39,14
02 Aragón;Ambos sexos;1987;38,81
02 Aragón;Ambos sexos;1986;38,51
02 Aragón;Ambos sexos;1985;38,22
02 Aragón;Ambos sexos;1984;37,94
02 Aragón;Ambos sexos;1983;37,64
02 Aragón;Ambos sexos;1982;37,35
02 Aragón;Ambos sexos;1981;37,1
02 Aragón;Ambos sexos;1980;36,87
02 Aragón;Ambos sexos;1979;36,66
02 Aragón;Ambos sexos;1978;36,48
02 Aragón;Ambos sexos;1977;36,32
02 Aragón;Ambos sexos;1976;36,19
02 Aragón;Ambos sexos;1975;36,07
02 Aragón;Hombres;2025;44,17
02 Aragón;Hombres;2024;44,11
02 Aragón;Hombres;2023;43,96
02 Aragón;Hombres;2022;43,91
02 Aragón;Hombres;2021;43,7
02 Aragón;Hombres;2020;43,57
02 Aragón;Hombres;2019;43,47
02 Aragón;Hombres;2018;43,35
02 Aragón;Hombres;2017;43,16
02 Aragón;Hombres;2016;42,94
02 Aragón;Hombres;2015;42,69
02 Aragón;Hombres;2014;42,46
02 Aragón;Hombres;2013;42,2
02 Aragón;Hombres;2012;41,96
02 Aragón;Hombres;2011;41,75
02 Aragón;Hombres;2010;41,54
02 Aragón;Hombres;2009;41,36
02 Aragón;Hombres;2008;41,36
02 Aragón;Hombres;2007;41,5
02 Aragón;Hombres;2006;41,51
02 Aragón;Hombres;2005;41,53
02 Aragón;Hombres;2004;41,52
02 Aragón;Hombres;2003;41,48
02 Aragón;Hombres;2002;41,45
02 Aragón;Hombres;2001;41,31
02 Aragón;Hombres;2000;41,09
02 Aragón;Hombres;1999;40,89
02 Aragón;Hombres;1998;40,66
02 Aragón;Hombres;1997;40,41
02 Aragón;Hombres;1996;40,16
02 Aragón;Hombres;1995;39,91
02 Aragón;Hombres;1994;39,65
02 Aragón;Hombres;1993;39,41
02 Aragón;Hombres;1992;39,15
02 Aragón;Hombres;1991;38,88
02 Aragón;Hombres;1990;38,55
02 Aragón;Hombres;1989;38,24
02 Aragón;Hombres;1988;37,92
02 Aragón;Hombres;1987;37,59
02 Aragón;Hombres;1986;37,3
02 Aragón;Hombres;1985;37,03
02 Aragón;Hombres;1984;36,76
02 Aragón;Hombres;1983;36,48
02 Aragón;Hombres;1982;36,21
02 Aragón;Hombres;1981;35,98
02 Aragón;Hombres;1980;35,77
02 Aragón;Hombres;1979;35,56
02 Aragón;Hombres;1978;35,39
02 Aragón;Hombres;1977;35,24
02 Aragón;Hombres;1976;35,12
02 Aragón;Hombres;1975;35,02
02 Aragón;Mujeres;2025;46,89
02 Aragón;Mujeres;2024;46,77
02 Aragón;Mujeres;2023;46,62
02 Aragón;Mujeres;2022;46,59
02 Aragón;Mujeres;2021;46,36
02 Aragón;Mujeres;2020;46,26
02 Aragón;Mujeres;2019;46,13
02 Aragón;Mujeres;2018;46,02
02 Aragón;Mujeres;2017;45,84
02 Aragón;Mujeres;2016;45,6
02 Aragón;Mujeres;2015;45,37
02 Aragón;Mujeres;2014;45,14
02 Aragón;Mujeres;2013;44,87
02 Aragón;Mujeres;2012;44,66
02 Aragón;Mujeres;2011;44,49
02 Aragón;Mujeres;2010;44,3
02 Aragón;Mujeres;2009;44,14
02 Aragón;Mujeres;2008;44,15
02 Aragón;Mujeres;2007;44,27
02 Aragón;Mujeres;2006;44,29
02 Aragón;Mujeres;2005;44,32
02 Aragón;Mujeres;2004;44,28
02 Aragón;Mujeres;2003;44,25
02 Aragón;Mujeres;2002;44,19
02 Aragón;Mujeres;2001;44,04
02 Aragón;Mujeres;2000;43,79
02 Aragón;Mujeres;1999;43,56
02 Aragón;Mujeres;1998;43,3
02 Aragón;Mujeres;1997;43,04
02 Aragón;Mujeres;1996;42,77
02 Aragón;Mujeres;1995;42,49
02 Aragón;Mujeres;1994;42,21
02 Aragón;Mujeres;1993;41,93
02 Aragón;Mujeres;1992;41,65
02 Aragón;Mujeres;1991;41,37
02 Aragón;Mujeres;1990;41,01
02 Aragón;Mujeres;1989;40,66
02 Aragón;Mujeres;1988;40,34
02 Aragón;Mujeres;1987;40
02 Aragón;Mujeres;1986;39,69
02 Aragón;Mujeres;1985;39,39
02 Aragón;Mujeres;1984;39,09
02 Aragón;Mujeres;1983;38,78
02 Aragón;Mujeres;1982;38,47
02 Aragón;Mujeres;1981;38,19
02 Aragón;Mujeres;1980;37,95
02 Aragón;Mujeres;1979;37,74
02 Aragón;Mujeres;1978;37,54
02 Aragón;Mujeres;1977;37,37
02 Aragón;Mujeres;1976;37,23
02 Aragón;Mujeres;1975;37,1
03 Asturias, Principado de;Ambos sexos;2025;49,59
03 Asturias, Principado de;Ambos sexos;2024;49,47
03 Asturias, Principado de;Ambos sexos;2023;49,3
03 Asturias, Principado de;Ambos sexos;2022;49,16
03 Asturias, Principado de;Ambos sexos;2021;48,85
03 Asturias, Principado de;Ambos sexos;2020;48,61
03 Asturias, Principado de;Ambos sexos;2019;48,33
03 Asturias, Principado de;Ambos sexos;2018;48,07
03 Asturias, Principado de;Ambos sexos;2017;47,79
03 Asturias, Principado de;Ambos sexos;2016;47,51
03 Asturias, Principado de;Ambos sexos;2015;47,23
03 Asturias, Principado de;Ambos sexos;2014;46,9
03 Asturias, Principado de;Ambos sexos;2013;46,58
03 Asturias, Principado de;Ambos sexos;2012;46,31
03 Asturias, Principado de;Ambos sexos;2011;46,06
03 Asturias, Principado de;Ambos sexos;2010;45,82
03 Asturias, Principado de;Ambos sexos;2009;45,61
03 Asturias, Principado de;Ambos sexos;2008;45,46
03 Asturias, Principado de;Ambos sexos;2007;45,31
03 Asturias, Principado de;Ambos sexos;2006;45,07
03 Asturias, Principado de;Ambos sexos;2005;44,83
03 Asturias, Principado de;Ambos sexos;2004;44,56
03 Asturias, Principado de;Ambos sexos;2003;44,29
03 Asturias, Principado de;Ambos sexos;2002;44
03 Asturias, Principado de;Ambos sexos;2001;43,65
03 Asturias, Principado de;Ambos sexos;2000;43,28
03 Asturias, Principado de;Ambos sexos;1999;42,92
03 Asturias, Principado de;Ambos sexos;1998;42,53
03 Asturias, Principado de;Ambos sexos;1997;42,13
03 Asturias, Principado de;Ambos sexos;1996;41,74
03 Asturias, Principado de;Ambos sexos;1995;41,35
03 Asturias, Principado de;Ambos sexos;1994;40,93
03 Asturias, Principado de;Ambos sexos;1993;40,53
03 Asturias, Principado de;Ambos sexos;1992;40,14
03 Asturias, Principado de;Ambos sexos;1991;39,76
03 Asturias, Principado de;Ambos sexos;1990;39,34
03 Asturias, Principado de;Ambos sexos;1989;38,92
03 Asturias, Principado de;Ambos sexos;1988;38,51
03 Asturias, Principado de;Ambos sexos;1987;38,13
03 Asturias, Principado de;Ambos sexos;1986;37,76
03 Asturias, Principado de;Ambos sexos;1985;37,43
03 Asturias, Principado de;Ambos sexos;1984;37,08
03 Asturias, Principado de;Ambos sexos;1983;36,75
03 Asturias, Principado de;Ambos sexos;1982;36,42
03 Asturias, Principado de;Ambos sexos;1981;36,13
03 Asturias, Principado de;Ambos sexos;1980;35,9
03 Asturias, Principado de;Ambos sexos;1979;35,66
03 Asturias, Principado de;Ambos sexos;1978;35,41
03 Asturias, Principado de;Ambos sexos;1977;35,23
03 Asturias, Principado de;Ambos sexos;1976;35,06
03 Asturias, Principado de;Ambos sexos;1975;34,87
03 Asturias, Principado de;Hombres;2025;47,85
03 Asturias, Principado de;Hombres;2024;47,73
03 Asturias, Principado de;Hombres;2023;47,54
03 Asturias, Principado de;Hombres;2022;47,37
03 Asturias, Principado de;Hombres;2021;47,06
03 Asturias, Principado de;Hombres;2020;46,81
03 Asturias, Principado de;Hombres;2019;46,52
03 Asturias, Principado de;Hombres;2018;46,26
03 Asturias, Principado de;Hombres;2017;45,98
03 Asturias, Principado de;Hombres;2016;45,69
03 Asturias, Principado de;Hombres;2015;45,41
03 Asturias, Principado de;Hombres;2014;45,09
03 Asturias, Principado de;Hombres;2013;44,77
03 Asturias, Principado de;Hombres;2012;44,52
03 Asturias, Principado de;Hombres;2011;44,27
03 Asturias, Principado de;Hombres;2010;44,03
03 Asturias, Principado de;Hombres;2009;43,82
03 Asturias, Principado de;Hombres;2008;43,66
03 Asturias, Principado de;Hombres;2007;43,52
03 Asturias, Principado de;Hombres;2006;43,29
03 Asturias, Principado de;Hombres;2005;43,05
03 Asturias, Principado de;Hombres;2004;42,78
03 Asturias, Principado de;Hombres;2003;42,52
03 Asturias, Principado de;Hombres;2002;42,24
03 Asturias, Principado de;Hombres;2001;41,91
03 Asturias, Principado de;Hombres;2000;41,55
03 Asturias, Principado de;Hombres;1999;41,2
03 Asturias, Principado de;Hombres;1998;40,82
03 Asturias, Principado de;Hombres;1997;40,45
03 Asturias, Principado de;Hombres;1996;40,06
03 Asturias, Principado de;Hombres;1995;39,68
03 Asturias, Principado de;Hombres;1994;39,26
03 Asturias, Principado de;Hombres;1993;38,89
03 Asturias, Principado de;Hombres;1992;38,51
03 Asturias, Principado de;Hombres;1991;38,13
03 Asturias, Principado de;Hombres;1990;37,73
03 Asturias, Principado de;Hombres;1989;37,32
03 Asturias, Principado de;Hombres;1988;36,92
03 Asturias, Principado de;Hombres;1987;36,54
03 Asturias, Principado de;Hombres;1986;36,2
03 Asturias, Principado de;Hombres;1985;35,88
03 Asturias, Principado de;Hombres;1984;35,56
03 Asturias, Principado de;Hombres;1983;35,24
03 Asturias, Principado de;Hombres;1982;34,93
03 Asturias, Principado de;Hombres;1981;34,65
03 Asturias, Principado de;Hombres;1980;34,39
03 Asturias, Principado de;Hombres;1979;34,16
03 Asturias, Principado de;Hombres;1978;33,92
03 Asturias, Principado de;Hombres;1977;33,74
03 Asturias, Principado de;Hombres;1976;33,58
03 Asturias, Principado de;Hombres;1975;33,4
03 Asturias, Principado de;Mujeres;2025;51,18
03 Asturias, Principado de;Mujeres;2024;51,06
03 Asturias, Principado de;Mujeres;2023;50,91
03 Asturias, Principado de;Mujeres;2022;50,78
03 Asturias, Principado de;Mujeres;2021;50,48
03 Asturias, Principado de;Mujeres;2020;50,25
03 Asturias, Principado de;Mujeres;2019;49,98
03 Asturias, Principado de;Mujeres;2018;49,72
03 Asturias, Principado de;Mujeres;2017;49,45
03 Asturias, Principado de;Mujeres;2016;49,18
03 Asturias, Principado de;Mujeres;2015;48,89
03 Asturias, Principado de;Mujeres;2014;48,57
03 Asturias, Principado de;Mujeres;2013;48,25
03 Asturias, Principado de;Mujeres;2012;47,97
03 Asturias, Principado de;Mujeres;2011;47,72
03 Asturias, Principado de;Mujeres;2010;47,48
03 Asturias, Principado de;Mujeres;2009;47,27
03 Asturias, Principado de;Mujeres;2008;47,13
03 Asturias, Principado de;Mujeres;2007;46,96
03 Asturias, Principado de;Mujeres;2006;46,71
03 Asturias, Principado de;Mujeres;2005;46,47
03 Asturias, Principado de;Mujeres;2004;46,19
03 Asturias, Principado de;Mujeres;2003;45,92
03 Asturias, Principado de;Mujeres;2002;45,62
03 Asturias, Principado de;Mujeres;2001;45,25
03 Asturias, Principado de;Mujeres;2000;44,88
03 Asturias, Principado de;Mujeres;1999;44,5
03 Asturias, Principado de;Mujeres;1998;44,11
03 Asturias, Principado de;Mujeres;1997;43,69
03 Asturias, Principado de;Mujeres;1996;43,3
03 Asturias, Principado de;Mujeres;1995;42,89
03 Asturias, Principado de;Mujeres;1994;42,47
03 Asturias, Principado de;Mujeres;1993;42,06
03 Asturias, Principado de;Mujeres;1992;41,67
03 Asturias, Principado de;Mujeres;1991;41,28
03 Asturias, Principado de;Mujeres;1990;40,85
03 Asturias, Principado de;Mujeres;1989;40,42
03 Asturias, Principado de;Mujeres;1988;40,01
03 Asturias, Principado de;Mujeres;1987;39,61
03 Asturias, Principado de;Mujeres;1986;39,23
03 Asturias, Principado de;Mujeres;1985;38,88
03 Asturias, Principado de;Mujeres;1984;38,52
03 Asturias, Principado de;Mujeres;1983;38,18
03 Asturias, Principado de;Mujeres;1982;37,83
03 Asturias, Principado de;Mujeres;1981;37,54
03 Asturias, Principado de;Mujeres;1980;37,32
03 Asturias, Principado de;Mujeres;1979;37,08
03 Asturias, Principado de;Mujeres;1978;36,82
03 Asturias, Principado de;Mujeres;1977;36,64
03 Asturias, Principado de;Mujeres;1976;36,46
03 Asturias, Principado de;Mujeres;1975;36,27
04 Balears, Illes;Ambos sexos;2025;42,53
04 Balears, Illes;Ambos sexos;2024;42,38
04 Balears, Illes;Ambos sexos;2023;42,22
04 Balears, Illes;Ambos sexos;2022;42,08
04 Balears, Illes;Ambos sexos;2021;41,77
04 Balears, Illes;Ambos sexos;2020;41,51
04 Balears, Illes;Ambos sexos;2019;41,35
04 Balears, Illes;Ambos sexos;2018;41,22
04 Balears, Illes;Ambos sexos;2017;41,07
04 Balears, Illes;Ambos sexos;2016;40,88
04 Balears, Illes;Ambos sexos;2015;40,67
04 Balears, Illes;Ambos sexos;2014;40,43
04 Balears, Illes;Ambos sexos;2013;40,16
04 Balears, Illes;Ambos sexos;2012;39,91
04 Balears, Illes;Ambos sexos;2011;39,63
04 Balears, Illes;Ambos sexos;2010;39,35
04 Balears, Illes;Ambos sexos;2009;39,13
04 Balears, Illes;Ambos sexos;2008;39,05
04 Balears, Illes;Ambos sexos;2007;38,99
04 Balears, Illes;Ambos sexos;2006;38,94
04 Balears, Illes;Ambos sexos;2005;38,86
04 Balears, Illes;Ambos sexos;2004;38,73
04 Balears, Illes;Ambos sexos;2003;38,68
04 Balears, Illes;Ambos sexos;2002;38,76
